MAC Address,Vendor/Name,Ping Count,Last RSSI,First Seen,Last Seen,Duration Visible (s)
D1:7D:C2:21:64:01,Apple,4,-75,05:05:13,05:05:23,10.02
FF:85:1D:EA:EE:03,Apple,2,-86,05:05:13,05:05:21,7.80
72:57:C2:B9:44:5C,Apple,121,-72,05:05:14,05:05:30,15.78
62:E1:36:58:F7:DE,Apple,31,-75,05:05:14,05:05:30,15.40
5C:8B:1B:8F:02:5A,Apple,123,-80,05:05:14,05:05:30,15.57
C7:E4:FA:B6:E7:17,Apple,2,-90,05:05:14,05:05:18,3.99
A4:CF:99:EA:E8:5A,Apple,3,-76,05:05:15,05:05:26,11.29
CE:E1:A7:D1:72:75,Apple,29,-81,05:05:15,05:05:18,2.96
F0:1A:A0:6F:09:A8,ID: 283,2,-74,05:05:16,05:05:26,9.99
63:60:66:16:B6:F8,Apple,4,-45,05:05:16,05:05:26,10.01
C3:E1:D0:04:30:B3,Apple,2,-79,05:05:16,05:05:24,8.02
F0:1A:A0:6F:0A:24,ID: 283,3,-54,05:05:18,05:05:28,9.88
F0:1A:A0:6F:09:AC,ID: 283,2,-77,05:05:18,05:05:23,4.99
C6:5D:1F:B0:66:B5,Apple,46,-70,05:05:18,05:05:21,2.97
57:73:F0:EB:23:60,Apple,7,-82,05:05:21,05:05:26,4.95
62:7E:43:EA:4B:20,Apple,3,-87,05:05:21,05:05:25,4.12
6F:05:60:EB:D7:6E,Apple,5,-82,05:05:22,05:05:25,3.83
68:73:06:F0:B3:9D,Apple,1,-84,05:05:26,05:05:26,0.00
78:4F:5B:FA:BF:CC,Apple,1,-80,05:05:29,05:05:29,0.00
